mod_id,name_cn,local_name_en,notes,tags,nexus_url,title_en,author,category,thumbnail,nexus_requirements,version,last_updated,mod_downloads,category_cn,summary
7363,更高级的界面缩放,zoomLevel,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7363,Zoom Level,thespbgamer,10,https://staticdelivery.nexusmods.com/mods/1303/images/7363/7363-1671636558-1171691667.png,,,2025/11/1,721.3K,用户界面,Adds new keybindings to adjust the zoom level and UI level past the game limit with a simple config file to change the zoom amount and zoom caps.<br />Now it also has an option to change the camera's position.
8386,随时保存,Save Anywhere,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/8386,Save Anywhere,Aredjay and Sweet Panda,3,https://staticdelivery.nexusmods.com/mods/1303/images/8386/8386-1617066776-284504960.png,,,2024/3/25,259.2K,游戏机制,QuickSave should be used instead of this mod!<br />The mod let you save the game at (almost) every time and place
20943,移动一切,Let’s MoveIt,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20943,Let's Move It,Exblosis,11,https://staticdelivery.nexusmods.com/mods/1303/images/20943/20943-1711300159-1061422716.png,,,2025/12/13,538.1K,作弊,Lets you easily move trees
5463,自动浇水,Aotowatering,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/5463,Autowatering,stellarashes,11,https://staticdelivery.nexusmods.com/mods/1303/images/5463/5463-1582510898-197008360.png,,,2024/3/28,301.0K,作弊,Automatically waters and fertilize your crops
1019,自动开关动物门鸡舍畜棚,AutoAnimalDoors,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1019,AutoAnimalDoors,Aaron Taggart,3,https://staticdelivery.nexusmods.com/mods/1303/images/1019-0-1489953016.png,,,2024/4/28,611.0K,游戏机制,Automate the animal door opening/closing process for all your barns and coop.
1063,自动加工,Automate,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1063,Automate,Pathoschild,3,https://staticdelivery.nexusmods.com/mods/1303/images/1063-0-1491361908.png,,,2025/10/28,6.3M,游戏机制,Place a chest next to a machine (like a furnace or crystalarium)
20667,自动给宠物倒水,AutoFillPetBowl,,#宠物和马|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20667,AutoFillPetBowl,Siweipancc,8,https://staticdelivery.nexusmods.com/mods/1303/images/20667/20667-1710916889-1003765179.png,,,2024/3/20,152.9K,宠物/马,At the start of everyday
23539,自动抚摸动物,AutomaticPettingOfAnimals,,#牲畜和动物|#必下mod,https://www.nexusmods.com/stardewvalley/mods/23539,AutomaticPettingOfAnimals,YangZ,7,https://staticdelivery.nexusmods.com/mods/1303/images/23539/23539-1714615198-381648459.png,,,2024/8/25,51.6K,牲畜和动物,Automatically pet all the animals on the farm and increase the animals' affection for you
21705,自动收集松露,AutoGrab Truffles,,#各种各样的|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21705,Frostiverse - AutoGrab Truffles,Frostiverse,2,https://staticdelivery.nexusmods.com/mods/1303/images/21705/21705-1712168949-794981716.png,,,2025/10/6,70.6K,各种各样的,Auto-Grabbers inside of barns that have a pig will pick up the truffles that that pig produces!
21168,自动采集器,Deluxe Grabber Redux,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21168,Chinese - Deluxe Grabber Redux 1.6,sizau,3,https://staticdelivery.nexusmods.com/mods/1303/images/21168/21168-1711543197-1650763408.jpeg,,,2024/4/13,27.0K,游戏机制,扩大自动采集器的生效范围，使自动采集器能够收获作物、史莱姆球、果树、树丛、采集类物品以及远古斑点。
28908,自动攻击,AutoCombat,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/28908,AutoCombat,YunHikari,3,https://staticdelivery.nexusmods.com/mods/1303/images/28908/28908-1730159879-1372048074.png,,,2025/7/30,22.9K,游戏机制,This mod provides the greatest assistance for combat automation.
3109,自动栅栏门,AutomaticGates,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3109,Automatic Gates,Rakiin aka ScheKaa,3,https://staticdelivery.nexusmods.com/mods/1303/images/3109/3109-1543346895-1093809142.jpeg,,,2024/3/20,1.9M,游戏机制,Opens and closes gates automatically.
22479,自动进食（矿洞）,Auto-Eat,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/22479,Auto-Eat for 1.6,ruanimal,3,https://staticdelivery.nexusmods.com/mods/1303/images/22479/22479-1713059729-1086992409.png,,,2024/4/27,14.8K,游戏机制,Eat food automatically upon running out of stamina or health.
1895,自动钓鱼,AutoFish,,#钓鱼,https://www.nexusmods.com/stardewvalley/mods/1895,AutoFish,WhiteMind,26,https://staticdelivery.nexusmods.com/mods/1303/images/1895/1895-1519009162-177703761.png,,,2024/3/28,292.4K,钓鱼,Auto play fish minigame and fishing rod auto hit.
15216,自动切换工具,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/15216,Tool Smart Switch,aedenthorn,3,https://staticdelivery.nexusmods.com/mods/1303/images/15216/15216-1674740901-1925041588.png,,,2025/5/10,158.5K,游戏机制,Auto-switch tools in your tool bar when interacting with objects
20924,一键收货,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/20924,Easy Harvest,season,3,https://staticdelivery.nexusmods.com/mods/1303/images/20924/20924-1711279885-1336332570.jpeg,,,2025/6/8,43.2K,游戏机制,Easy Harvest when wield scythe or weapon. (For 1.6)<br />Harvest Crops
18224,战斗无人机,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/18224,Personal Combat Drone Redux,Prism 99,3,https://staticdelivery.nexusmods.com/mods/1303/images/18224/18224-1694371932-670764278.jpeg,,,2025/9/4,92.9K,游戏机制,This is a redux version of cotboy's mod Pesonal Combat Drone. This drone will keep you safe and kill any monster you encounter
38895,农业无人机,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/38895,Drone Warehouse,LodGvedeon,3,https://staticdelivery.nexusmods.com/mods/1303/images/38895/38895-1761596125-317453610.png,,,2025/11/6,3.5K,游戏机制,Automated farming comes to Stardew Valley! Build a Drone Warehouse and deploy animated drones that harvest crops
963,沙漠矿洞电梯,SkullCavernElevator,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/963,Skull Cavern Elevator,Lestoph,3,https://staticdelivery.nexusmods.com/mods/1303/images/963-1-1488218830.jpg,,,2024/11/7,5.2M,游戏机制,Adds an elevator to the Skull Cavern
13650,海滩矿车（艾利欧特门口,,,#地图,https://www.nexusmods.com/stardewvalley/mods/13650,Beach Minecart (CP),UncleArya,21,https://staticdelivery.nexusmods.com/mods/1303/images/13650/13650-1672085266-1367013710.png,,,2024/6/20,55.9K,地图,Adds an additional minecart location for the beach using Content Patcher.
1682,没有乌鸦,No Crows,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/1682,No Crows,Cat,3,https://staticdelivery.nexusmods.com/mods/1303/images/1682-2-1512283966.png,,,2018/6/4,197.0K,游戏机制,This mod stops crows from eating your crops! Now there's no need to worry about scarecrow placement!
21346,不需要煤炭,No Coal For Machines,,#作弊,https://www.nexusmods.com/stardewvalley/mods/21346,No Coal For Machines,voiddreams,11,https://staticdelivery.nexusmods.com/mods/1303/images/21346/21346-1711750997-1801461203.jpeg,,,2024/3/30,8.4K,作弊,Removes the need for coal when using the fish smoker
12831,反射星星水中倒影,Dynamic Reflections,,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/12831,Dynamic Reflections,PeacefulEnd,9,https://staticdelivery.nexusmods.com/mods/1303/images/12831/12831-1657323446-1322585777.png,,,2024/11/5,944.5K,修改工具,Framework which enables mirror and water reflections within Stardew Valley.
6893,社区中心提示,,,#用户界面,https://www.nexusmods.com/stardewvalley/mods/6893,Community Center Helper,vgperson,10,https://staticdelivery.nexusmods.com/mods/1303/images/6893/6893-1600567640-1532485823.png,,,2025/8/3,390.7K,用户界面,Adds in-game suggestions of where to find items for the Community Center when you hover over them in the bundle menu
1401,拖拉机,Tractor Mod,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/1401,Tractor Mod,Pathoschild,3,https://staticdelivery.nexusmods.com/mods/1303/images/1401/1401-1609273527-2126312248.png,,,2025/10/27,5.8M,游戏机制,Buy a tractor to more efficiently work with crops
27489,邮件送礼物,Pen Pals,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/27489,Pen Pals,focustense,3,https://staticdelivery.nexusmods.com/mods/1303/images/27489/27489-1732909377-1123592464.png,,,2025/2/13,61.2K,游戏机制,Gift-giving for busy farmers: make your mailbox work for you!
7842,邮件服务,Mail ServicesMod,前置mod,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7842,Mail Services Mod,Digus,3,https://staticdelivery.nexusmods.com/mods/1303/images/7842/7842-1611797791-2136868420.png,,,2025/3/20,438.2K,游戏机制,Provides some of Stardew Valley services through the mail. You can send and receive tool upgrades through the mail. You can complete delivery quests through the mail. You can receive recovered items through the mail. You can send gifts through the mail.
1536,邮件框架模型,MailFrameworkMod,前置mod,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1536,Mail Framework Mod,Digus,9,https://staticdelivery.nexusmods.com/mods/1303/images/1536-0-1507520087.png,,,2025/3/28,4.0M,修改工具,Framework to use the in game mailbox. Console commands to adjust the mail. Code and Content Pack interfaces.
17714,npc回礼,Reciprocate,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/17714,Reciprocate,YunHikari,3,https://staticdelivery.nexusmods.com/mods/1303/images/17714/17714-1691301055-1394234718.png,,,2025/6/25,167.9K,游戏机制,This mod adds a possibility for the villagers in Stardew Valley to trigger a gift-giving response when they receive a present. The likelihood of triggering this response is highly dependent on factors such as the frequency of gifts from the player and whether the gift is liked by the villager.
29793,回礼前置,SorryLabCore,前置mod,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/29793,SorryLab Core,YunHikari,9,https://staticdelivery.nexusmods.com/mods/1303/images/29793/29793-1732951474-170522397.png,,,2025/7/29,205.5K,修改工具,Core mod for YunHikari mods.
3214,更多戒指,Wear More Rings,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3214,Wear More Rings,bcmpinc,3,https://staticdelivery.nexusmods.com/mods/1303/images/3214/3214-1574958986-1349579255.png,,,2025/5/29,2.4M,游戏机制,Configure the amount of ring slots in your inventory. By default adds 4 additional ring slots.
3213,更多戒指前置,Stardew Hack,前置mod,#修改工具|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3213,StardewHack,bcmpinc,9,https://staticdelivery.nexusmods.com/mods/1303/images/3213/3213-1546642687-905202654.png,,,2024/11/6,4.2M,修改工具,Library mod used by my other mods. Doesn't do much on its own.
21449,果树调整,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/21449,Fruit Tree Tweaks For 1.6,aedenthorn and chiccen,3,https://staticdelivery.nexusmods.com/mods/1303/images/21449/21449-1711873932-1051392383.png,,,2025/8/1,55.4K,游戏机制,Lets you plant fruit trees next to other trees and on any map or tile
21001,npc最爱的礼物提示,Gift Taste Helper Continued x2,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/21001,Gift Taste Helper Continued x2,JoXW,10,https://staticdelivery.nexusmods.com/mods/1303/images/21001/21001-1711363484-249731843.png,,,2025/2/15,725.4K,用户界面,Displays a helpful tooltip that shows an NPC's favourite gifts when hovering over their birthday on the calendar or the social page. <br />- A continuation of Gift Taster Helper by tstaples
1630,todolist,,,#用户界面,https://www.nexusmods.com/stardewvalley/mods/1630,To Do List,eleanoot,10,https://staticdelivery.nexusmods.com/mods/1303/images/1630-1-1510444699.png,,,2018/9/21,33.1K,用户界面,Open a to do list allowing you to type in reminders for your own tasks you want to complete and stop forgetting what you were doing. Tasks are permanent in the list until clicked
20985,柜台自助购物,self serve,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/20985,Self Serve for 1.6,NeverToxic,11,https://staticdelivery.nexusmods.com/mods/1303/images/20985/20985-1711335170-181191808.jpeg,,,2024/3/25,290.3K,作弊,Don't want to wait for shop owners like Marnie and Clint while they're gone? You no longer have to! Access any shop services even while its owner isn't attending it.
23169,游泳,Swim Mod,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/23169,Swim - Continued,aedenthorn and FlyingTNT,3,https://staticdelivery.nexusmods.com/mods/1303/images/23169/23169-1714011895-681265304.png,,,2025/4/5,66.9K,游戏机制,Allows you to swim anywhere there is water
36259,星露谷背考研四六级词汇,VocabValley,,#扩展,https://www.nexusmods.com/stardewvalley/mods/36259,VocabValley,HahaGaming,27,https://staticdelivery.nexusmods.com/mods/1303/images/36259/36259-1754640582-439607757.jpg,,,2025/8/8,3.6K,扩展,A vocabulary-learning Mod
1845,更大背包（48格）,BiggerBackpack,,#项目|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1845,Bigger Backpack,spacechase0 and bcmpinc,15,https://staticdelivery.nexusmods.com/mods/1303/images/1845/1845-1517873232-1890107006.png,,,2024/6/2,2.2M,项目,Buy a bigger backpack at Pierre's for only 50
13827,更大背包（72格）,,,#项目,https://www.nexusmods.com/stardewvalley/mods/13827,More Backpack Upgrades,aedenthorn,15,https://staticdelivery.nexusmods.com/mods/1303/images/13827/13827-1663464326-776431117.png,,,2022/9/22,88.5K,项目,Uses Custom Backpack Framework to add three more levels of backpack upgrades for a maximum player inventory of 72 slots (fully customizable).
30323,无限容量箱,Unlimited Storage,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/30323,Unlimited Storage,LeFauxMatt,3,https://staticdelivery.nexusmods.com/mods/1303/images/30323/30323-1735725390-573649807.png,,,2025/1/21,58.2K,游戏机制,Makes storages hold unlimited items.
11115,更好的制作,,,#制作,https://www.nexusmods.com/stardewvalley/mods/11115,Better Crafting,Khloe Leclair,22,https://staticdelivery.nexusmods.com/mods/1303/images/11115/11115-1712730808-1678335983.png,,,2025/3/27,1.3M,制作,A new crafting UI with support for customizable categories and favorites. Easy bulk crafting. Better Workbench functionality. And
15223,穿过庄稼作物,,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/15223,Passable Crops,ncarigon,3,https://staticdelivery.nexusmods.com/mods/1303/images/15223/15223-1674775020-615211740.png,,,2025/8/12,1.0M,游戏机制,Allows farmers to pass through all crops
5450,季节服饰,,,#人物,https://www.nexusmods.com/stardewvalley/mods/5450,Seasonal Outfits - Slightly Cuter Aesthetic,Poltergeister and various artists,5,https://staticdelivery.nexusmods.com/mods/1303/images/5450/5450-1763491341-71939439.png,,,2024/5/15,3.9M,人物,Overhauls all character sprites and portraits for a slightly cuter aesthetic
1232,小马瘦身,,,#宠物和马|#必下mod,https://www.nexusmods.com/stardewvalley/mods/1232,Pony Weight Loss Program,BadNetCode,8,https://staticdelivery.nexusmods.com/mods/1303/images/1232-0-1497416262.gif,,,2024/11/25,707.4K,宠物/马,Allows horses to pass vertically through single tile openings.
2847,帽子不会遮盖头发,,,#衣服|#必下mod,https://www.nexusmods.com/stardewvalley/mods/2847,Hats Won't Mess Up Hair,misatse1019,13,https://staticdelivery.nexusmods.com/mods/1303/images/2847/2847-1537365306-1596165793.png,,,2024/3/21,1.4M,衣服,Prevents hats from changing your hairstyle while equipped.
11368,npc收礼反应,,,#对话|#必下mod,https://www.nexusmods.com/stardewvalley/mods/11368,More Specific Gift Reaction - Dialogue Expansion - Chinese- (1.6 compatible),Kaori_Haruta,20,https://staticdelivery.nexusmods.com/mods/1303/images/11368/11368-1647704793-631935978.png,,,2024/9/12,59.9K,对话,覺得NPC們收禮物的台詞還不夠豐富嗎？本MOD給NPC增添了不同的收禮台詞。現在村民們會表達出他們對具體禮物的感想了！（1.6版本適用）
520,生日快乐,Happy Birthday,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/520,Happy Birthday,Alpha_Omegasis,3,https://staticdelivery.nexusmods.com/mods/1303/images/520-2-1471545568.png,,,2025/7/22,1.5M,游戏机制,A mod that adds in the player's birthday to Stardew Valley.
31683,洗衣机每天换衣服,,,#项目,https://www.nexusmods.com/stardewvalley/mods/31683,Laundry Machines,fireredlily,15,https://staticdelivery.nexusmods.com/mods/1303/images/31683/31683-1739582410-528299523.png,,,2025/2/15,3.9K,项目,Adds three different Laundry Machine models to Robin's shop that produce either one piece of clothing or one piece of cloth per day. Also adds the ability to recycle unwanted hats or clothing back into cloth.
20865,雷神炸树｜快速清理石头和树木,Easy Cleaner,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/20865,Easy Cleaner,season,3,https://staticdelivery.nexusmods.com/mods/1303/images/20865/20865-1711201937-293212139.jpeg,,,2025/6/2,12.3K,游戏机制,Quickly clean up weeds
8374,更大的温室,Pookachu's Insane Greenhouse,,#地图|#必下mod,https://www.nexusmods.com/stardewvalley/mods/8374,Pookachu's Insane Greenhouse,Pookachu,21,https://staticdelivery.nexusmods.com/mods/1303/images/8374/8374-1616985144-377763387.png,,,2024/4/21,19.1K,地图,An insanely large greenhouse. *Now features a second layout for upgraded sprinkler users*
7493,配偶对玩家死亡的反应,,,#活动|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7493,Spouses React to Player 'Death',CasualInvidia,18,https://staticdelivery.nexusmods.com/mods/1303/images/7493/7493-1609725525-14458036.png,,,2021/1/25,511.2K,活动,Content pack that adds cutscenes after dying in the mines
7403,坐下恢复体力,,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/7403,Sit and Rest,Krutonium,11,https://staticdelivery.nexusmods.com/mods/1303/images/7403/7403-1609211562-975770850.png,,,2024/3/29,104.2K,作弊,Lets you sit to recover your health and stamina
32078,结婚纪念日,,,#对话|#婚姻,https://www.nexusmods.com/stardewvalley/mods/32078,Wedding Anniversaries,Kantrip,20,https://staticdelivery.nexusmods.com/mods/1303/images/32078/32078-1741630786-163252418.png,,,2025/8/10,33.2K,对话,NPC spouses will now remember your wedding anniversary and give a custom gift. UPDATED to work with multiple spouses!
20599,多婚,,,#人物|#婚姻,https://www.nexusmods.com/stardewvalley/mods/20599,PolyamorySweet,ApryllForever,5,https://staticdelivery.nexusmods.com/mods/1303/images/20599/20599-1710869743-548542258.png,,,2025/11/4,1.9M,人物,Permits multiple spouses or roommates
10206,全镇可娶,,,#人物|#婚姻,https://www.nexusmods.com/stardewvalley/mods/10206,Looking For Love,foggywizard,5,https://staticdelivery.nexusmods.com/mods/1303/images/10206/10206-1638327159-1652942086.gif,,,2022/3/19,152.5K,人物,Updated Siv's Marriage Mod. Makes the older vanilla singles romanceable. And optionally younger.
3094,矿洞梯子定位,,,#作弊|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3094,Ladder Locator,ChaosEnergy,11,https://staticdelivery.nexusmods.com/mods/1303/images/3094/3094-1543087055-921696898.jpeg,,,2024/6/26,1.7M,作弊,Marks the stones hiding a ladder in the mines.
8505,事件查找剧情触发,Event Lookup,,#用户界面|#必下mod,https://www.nexusmods.com/stardewvalley/mods/8505,Event Lookup,shekurika,10,https://staticdelivery.nexusmods.com/mods/1303/images/8505/8505-1618705041-802647269.png,,,2024/4/13,1.2M,用户界面,This mod adds a GUI and two commands that allow to lookup events by ID/character name. It also has a function to show all events that are available to you today in an ingame interface.
19309,集镇,MarketTown,汉化19475,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/19309,Market Town - Food Store _ Flower Shop _ Fishery and more,HaPyke,3,https://staticdelivery.nexusmods.com/mods/1303/images/19309/19309-1704231106-789979398.png,,,2025/2/25,175.8K,游戏机制,Lets you open your own Restaurant
9991,面包店和咖啡装修家具,,,#家具,https://www.nexusmods.com/stardewvalley/mods/9991,Hxw Bakery and Cafe Furniture,Himetarts and Wildflour,23,https://staticdelivery.nexusmods.com/mods/1303/images/9991/9991-1714920133-1403210286.png,,,2025/3/30,165.5K,家具,Hey kid. <br />You wanna build your own bakery?<br /> Boy do I got 50+ furniture items for you.
18814,集市装修家具,,,#家具,https://www.nexusmods.com/stardewvalley/mods/18814,HxW Farmer's Market Furniture - Core,Himetarts and Wildflour,23,https://staticdelivery.nexusmods.com/mods/1303/images/18814/18814-1697848434-1338079158.png,,,2025/2/22,205.3K,家具,Farmer's Market Furniture set for all of your farmer and merchant needs! 100+ pieces for Content Patcher
33104,和刘易斯竞选市长,Mayor Mod,汉化35734、前置1915,#扩展,https://www.nexusmods.com/stardewvalley/mods/33104,Mayor Mod,EmuEngine,27,https://staticdelivery.nexusmods.com/mods/1303/images/33104/33104-1750600348-1977507714.png,,,2025/11/1,25.1K,扩展,Ever dreamed of running Pelican Town your way? Now you can run for mayor of Pelican town. Say goodbye to Mayor Lewis because it's finally time for fresh leadership!
36855,模拟城市市长,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/36855,Mayor's Town,ThatKingKai,3,https://staticdelivery.nexusmods.com/mods/1303/images/36855/36855-1755724334-839597145.png,,,2025/9/3,1.0K,游戏机制,Dwarf Fortress meets Stardew Valley! City Management layer of Gameplay layered on top of Stardew Valley!
14110,立即建造不用等罗宾,,,#建筑,https://www.nexusmods.com/stardewvalley/mods/14110,Instant Building Construction and Upgrade,aedenthorn,17,https://staticdelivery.nexusmods.com/mods/1303/images/14110/14110-1665694716-297506835.png,,,2025/9/25,32.4K,建筑,Causes building construction and upgrade to finish immediately upon purchase.
8918,即刻升级武器,,,#游戏机制,https://www.nexusmods.com/stardewvalley/mods/8918,Instant Tool Upgrades,Binarynova,3,https://staticdelivery.nexusmods.com/mods/1303/images/8918/8918-1623480209-66187777.jpeg,,,2024/4/2,223.9K,游戏机制,This mod makes Clint give you your upgraded tools immediately. No more waiting two days for your important tools!
2736,加速行走,Movement Speed,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/2736,Movement Speed,bcmpinc,3,https://staticdelivery.nexusmods.com/mods/1303/images/2736/2736-1535391815-2029489384.png,,,2024/11/6,751.3K,游戏机制,Changes the player's movement speed and charging time of the hoe and watering can.
3782,售卖一切,ShipAnything,,#游戏机制|#必下mod,https://www.nexusmods.com/stardewvalley/mods/3782,Ship Anything,berkayylmao,3,https://staticdelivery.nexusmods.com/mods/1303/images/3782/3782-1555333133-1595287169.png,,,2024/12/7,126.1K,游戏机制,Sell ANYTHING (boots
